SKU,Store,Pallet ID,Item ID,UPC,Description,Main Category,Subcategory,Brand,Model,Size,Color,Quantity,Appx. EXT Retail,Appx. Unit Retail,Approx. EXT Wholesale Value,Approx. Unit Wholesale Value,Your Price %,Your EXT Price,Your Unit Price $,% of Load QTY,% of Load $$,Notes
"VSMSNVB95238656","VSMS","P90026782","990299587","81235026557","DUAL HEATED SEATS","POWER EQUIP - TOOLS - AUTO","Auto Care","","","","","1","39.78","39.78","0.00","0.00","28.00","11.14","11.14","0.0012","0.000826",""
"VSMSNVB95238656","VSMS","P90026782","990349174","81013739154","CRMC GRIDDLE LVNDR","MATTRESSES","HEATED COOKING","","","","","1","29.98","29.98","0.00","0.00","28.00","8.39","8.39","0.0012","0.000622",""
"VSMSNVB95238656","VSMS","P90026782","990449921","85007215809","PINK KARAOKE SET","BOOKS","MUSIC","","","","","1","39.98","39.98","0.00","0.00","28.00","11.19","11.19","0.0012","0.000830",""
"VSMSNVB95238656","VSMS","P90026782","990457367","84043560635","OASIS GLACIER BLUSH","HOUSEWARES","HYDRATION","","","","","1","27.98","27.98","0.00","0.00","28.00","7.83","7.83","0.0012","0.000581",""
"VSMSNVB95238656","VSMS","P90026266","990333043","19396838397","MM EW WASH RUNNER","FURNITURE","Rugs","","","","","1","29.98","29.98","0.00","0.00","28.00","8.39","8.39","0.0012","0.000622",""
"VSMSNVB95238656","VSMS","P90026782","990403044","85552600704","TECH2 POWER TOWER","MOVIES","Charging Hubs","","","","","1","49.94","49.94","0.00","0.00","28.00","13.98","13.98","0.0012","0.001036",""
"VSMSNVB95238656","VSMS","P90026782","990354099","3980014561","ENERGIZER MAX AAA-48","MOVIES","AAA","","","","","1","24.98","24.98","0.00","0.00","28.00","6.99","6.99","0.0012","0.000518",""
"VSMSNVB95238656","VSMS","P90026782","616005729","7874220264","FULL STEAMTABLE LID","RESTAURANT SUPPLIES","Catering","","","","","1","13.28","13.28","0.00","0.00","28.00","3.72","3.72","0.0012","0.000276",""
"VSMSNVB95238656","VSMS","P90026266","990289299","19396833504","MM EXTEND TILT MOUNT","MOVIES","TV Mounts","","","","","1","73.54","73.54","0.00","0.00","28.00","20.59","20.59","0.0012","0.001527",""
"VSMSNVB95238656","VSMS","P90026782","990405803","81017092392","CHEFMAN FAST-BOIL","MATTRESSES","COFFEE","","","","","1","22.88","22.88","0.00","0.00","28.00","6.41","6.41","0.0012","0.000475",""
"VSMSNVB95238656","VSMS","P90028612","990440094","84029021044","VOLT X 24V GO KART","FINE JEWELRY","YEAR ROUND - BICYCLES & RIDE-O","","","","","1","399.00","399.00","0.00","0.00","28.00","111.72","111.72","0.0012","0.008283",""
"VSMSNVB95238656","VSMS","P90026782","990362421","74416295946","28IN HYDRANGEAFILLER","COE-OPS/MPLN","YEAR ROUND FAUX GREENERY","","","","","1","69.98","69.98","0.00","0.00","28.00","19.59","19.59","0.0012","0.001452",""
"VSMSNVB95238656","VSMS","P90026782","990363068","62872297085","HEATED GLOVES","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","89.98","89.98","0.00","0.00","28.00","25.19","25.19","0.0012","0.001868",""
"VSMSNVB95238656","VSMS","P90026782","990330834","19396838196","MM 2PK UB PARCHMENT","PAPER GOODS - BUSINESS","Foil and Wraps - Consumer","","","","","1","14.48","14.48","0.00","0.00","28.00","4.05","4.05","0.0012","0.000300",""
"VSMSNVB95238656","VSMS","P90026782","990410415","19131589476","THERMAL PAJAMA SET","ACCESSORIES","FALL Sleepwear","","","","","1","18.98","18.98","0.00","0.00","28.00","5.31","5.31","0.0012","0.000394",""
"VSMSNVB95238656","VSMS","P90026782","990403000","2650837703","VERSO BLACK","HOME IMPROVEMENT","Kitchen and Bathroom Accessori","","","","","1","44.98","44.98","0.00","0.00","28.00","12.59","12.59","0.0012","0.000933",""
"VSMSNVB95238656","VSMS","P90026782","990437048","19131589020","WMNS NOTCH SHRT SET","ACCESSORIES","FALL Sleepwear","","","","","1","7.81","7.81","0.00","0.00","28.00","2.19","2.19","0.0012","0.000162",""
"VSMSNVB95238656","VSMS","P90026782","971022028","81013739140","BLACK","MATTRESSES","HEATED COOKING","","","","","1","29.98","29.98","0.00","0.00","28.00","8.39","8.39","0.0012","0.000622",""
"VSMSNVB95238656","VSMS","P90026782","990444406","8300931176","SOFTSHELL GLOVE","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","12.96","12.96","0.00","0.00","28.00","3.63","3.63","0.0012","0.000269",""
"VSMSNVB95238656","VSMS","P90026782","990440941","62872299837","MULTI HEATED GLOVE","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","59.98","59.98","0.00","0.00","28.00","16.79","16.79","0.0012","0.001245",""
"VSMSNVB95238656","VSMS","P90026782","990440935","62872299836","MULTI HEATED GLOVE","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","59.98","59.98","0.00","0.00","28.00","16.79","16.79","0.0012","0.001245",""
"VSMSNVB95238656","VSMS","P90026782","990467615","7169154477","30PC EZ STR","HOUSEWARES","Food Storage","","","","","1","18.97","18.97","0.00","0.00","28.00","5.31","5.31","0.0012","0.000394",""
"VSMSNVB95238656","VSMS","P90026614","971021089","19505897021","EVERLY AREA RUG","FURNITURE","Rugs","","","","","1","99.98","99.98","0.00","0.00","28.00","27.99","27.99","0.0012","0.002075",""
"VSMSNVB95238656","VSMS","P90026782","990467615","7169154477","30PC EZ STR","HOUSEWARES","Food Storage","","","","","1","18.97","18.97","0.00","0.00","28.00","5.31","5.31","0.0012","0.000394",""
"VSMSNVB95238656","VSMS","P90028612","990396077","3422335140","60QT SUNSET COOLER","EXERCISE","COOLERS","","","","","1","49.98","49.98","0.00","0.00","28.00","13.99","13.99","0.0012","0.001037",""
"VSMSNVB95238656","VSMS","P90026782","990343453","19396840415","MM FOAMING HAND SOAP","LAUNDRY & HOMECARE","HAND SOAP AND SANITIZERS","","","","","1","14.98","14.98","0.00","0.00","28.00","4.19","4.19","0.0012","0.000311",""
"VSMSNVB95238656","VSMS","P90026782","990436606","81146500109","CAPLIGHT 2-KNIT BLK","EXERCISE","HUNTING AND OPTICS","","","","","1","29.76","29.76","0.00","0.00","28.00","8.33","8.33","0.0012","0.000618",""
"VSMSNVB95238656","VSMS","P90026782","990365739","81009467746","POP & FILL 32OZ 2PK","HOUSEWARES","HYDRATION","","","","","1","24.98","24.98","0.00","0.00","28.00","6.99","6.99","0.0012","0.000518",""
"VSMSNVB95238656","VSMS","P90026782","990423767","19477758732","MENS GRID BL BTM","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","12.98","12.98","0.00","0.00","28.00","3.63","3.63","0.0012","0.000269",""
"VSMSNVB95238656","VSMS","P90026782","990423762","19477758747","MENS GRID BL TOP","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","12.98","12.98","0.00","0.00","28.00","3.63","3.63","0.0012","0.000269",""
"VSMSNVB95238656","VSMS","P90028612","990287980","19396833290","7PC FLAMELESS CANDLE","SEASONAL DECOR","FALL - Candles","","","","","1","21.98","21.98","0.00","0.00","28.00","6.15","6.15","0.0012","0.000456",""
"VSMSNVB95238656","VSMS","P90028612","990453508","19396854617","MM SOFA BED -LG CG","PET SUPPLIES","Pet Beds","","","","","1","39.98","39.98","0.00","0.00","28.00","11.19","11.19","0.0012","0.000830",""
"VSMSNVB95238656","VSMS","P90026782","633422109","4159895500","STAINLESS STEEL CLNR","COMMERCIAL CLEANING","Glass Cleaner","","","","","1","12.98","12.98","0.00","0.00","28.00","3.63","3.63","0.0012","0.000269",""
"VSMSNVB95238656","VSMS","P90026782","980196944","7874209439","MEMBERS MARK AA-48","MOVIES","AA","","","","","1","17.98","17.98","0.00","0.00","28.00","5.03","5.03","0.0012","0.000373",""
"VSMSNVB95238656","VSMS","P90026782","990300058","19396835108","FLASHLIGHT 3-PACK","EXERCISE","CAMPING AND CANOPIES","","","","","1","27.98","27.98","0.00","0.00","28.00","7.83","7.83","0.0012","0.000581",""
"VSMSNVB95238656","VSMS","P90026782","990286610","3980014324","ENERGIZER MAX AAA-48","MOVIES","AAA","","","","","1","24.98","24.98","0.00","0.00","28.00","6.99","6.99","0.0012","0.000518",""
"VSMSNVB95238656","VSMS","P90026782","990437662","1365817072","GERBER 3 IN 1 KIT","EXERCISE","HUNTING AND OPTICS","","","","","1","39.97","39.97","0.00","0.00","28.00","11.19","11.19","0.0012","0.000830",""
"VSMSNVB95238656","VSMS","P90026782","620461049","7874226188","CHAFING FUEL 6 HR","RESTAURANT SUPPLIES","Catering","","","","","1","20.48","20.48","0.00","0.00","28.00","5.73","5.73","0.0012","0.000425",""
"VSMSNVB95238656","VSMS","P90028612","990396077","3422335140","60QT SUNSET COOLER","EXERCISE","COOLERS","","","","","1","49.98","49.98","0.00","0.00","28.00","13.99","13.99","0.0012","0.001037",""
"VSMSNVB95238656","VSMS","P90026782","990005653","88304947385","7 C FOOD PRO PLUS","MATTRESSES","FOOD PREP ELECTRICS","","","","","1","89.99","89.99","0.00","0.00","28.00","25.20","25.20","0.0012","0.001868",""
"VSMSNVB95238656","VSMS","P90026782","990450616","85007215810","BLUE KARAOKE SET","BOOKS","MUSIC","","","","","1","39.98","39.98","0.00","0.00","28.00","11.19","11.19","0.0012","0.000830",""
"VSMSNVB95238656","VSMS","P90026782","990363068","62872297085","HEATED GLOVES","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","89.98","89.98","0.00","0.00","28.00","25.19","25.19","0.0012","0.001868",""
"VSMSNVB95238656","VSMS","P90026782","980196944","7874209439","MEMBERS MARK AA-48","MOVIES","AA","","","","","1","17.98","17.98","0.00","0.00","28.00","5.03","5.03","0.0012","0.000373",""
"VSMSNVB95238656","VSMS","P90026782","980196945","7874209440","MEMBERS MARK AAA-48","MOVIES","AAA","","","","","1","17.98","17.98","0.00","0.00","28.00","5.03","5.03","0.0012","0.000373",""
"VSMSNVB95238656","VSMS","P90026782","980182332","7874209437","MEMBERS MARK D-12","MOVIES","D","","","","","1","13.78","13.78","0.00","0.00","28.00","3.86","3.86","0.0012","0.000286",""
"VSMSNVB95238656","VSMS","P90026782","980418366","7480407517","OPTIX PLUS 22","AUTO BATTERY","WINDSHIELD WIPERS","","","","","1","10.88","10.88","0.00","0.00","28.00","3.05","3.05","0.0012","0.000226",""
"VSMSNVB95238656","VSMS","P90026782","990444410","8300931164","SOFTSHELL GLOVE","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","12.96","12.96","0.00","0.00","28.00","3.63","3.63","0.0012","0.000269",""
"VSMSNVB95238656","VSMS","P90026266","990430442","73353800214","STEP2 TREE & TRAIN","TOYS - OUTDOOR ACTIVITIES","INFANT - TODDLER - PRESCHOOL T","","","","","1","70.68","70.68","0.00","0.00","28.00","19.79","19.79","0.0012","0.001467",""
"VSMSNVB95238656","VSMS","P90026782","990343919","5000054925","SBUX SUMATRA 72CT","VIDEO GAMES","K CUPS","","","","","1","44.98","44.98","0.00","0.00","28.00","12.59","12.59","0.0012","0.000933",""
"VSMSNVB95238656","VSMS","P90026782","980267491","3980013771","ENERGIZER MAX AA-48","MOVIES","AA","","","","","1","24.98","24.98","0.00","0.00","28.00","6.99","6.99","0.0012","0.000518",""
"VSMSNVB95238656","VSMS","P90026782","980418366","7480407517","OPTIX PLUS 22","AUTO BATTERY","WINDSHIELD WIPERS","","","","","1","10.88","10.88","0.00","0.00","28.00","3.05","3.05","0.0012","0.000226",""
"VSMSNVB95238656","VSMS","P90026614","990415475","19396850416","5PC DEER TREE SET","SEASONAL DECOR","FALL - Decor","","","","","1","59.98","59.98","0.00","0.00","28.00","16.79","16.79","0.0012","0.001245",""
"VSMSNVB95238656","VSMS","P90026782","990360311","19302302481","4000L SLR AREA","HOME IMPROVEMENT","Light Fixtures","","","","","1","49.98","49.98","0.00","0.00","28.00","13.99","13.99","0.0012","0.001037",""
"VSMSNVB95238656","VSMS","P90026614","990435276","19396851499","INDOOR BOUNCER/ PUMP","TOYS - OUTDOOR ACTIVITIES","PLAYROOM - ROLE PLAY","","","","","1","63.66","63.66","0.00","0.00","28.00","17.82","17.82","0.0012","0.001321",""
"VSMSNVB95238656","VSMS","P90026615","990446941","3903500073","GOLF CART 12V RIDE","FINE JEWELRY","YEAR ROUND - BICYCLES & RIDE-O","","","","","1","119.88","119.88","0.00","0.00","28.00","33.57","33.57","0.0012","0.002489",""
"VSMSNVB95238656","VSMS","P90026782","980418369","7480407519","OPTIX PLUS 26","AUTO BATTERY","WINDSHIELD WIPERS","","","","","1","10.88","10.88","0.00","0.00","28.00","3.05","3.05","0.0012","0.000226",""
"VSMSNVB95238656","VSMS","P90026782","980418366","7480407517","OPTIX PLUS 22","AUTO BATTERY","WINDSHIELD WIPERS","","","","","1","10.88","10.88","0.00","0.00","28.00","3.05","3.05","0.0012","0.000226",""
"VSMSNVB95238656","VSMS","P90026782","980418366","7480407517","OPTIX PLUS 22","AUTO BATTERY","WINDSHIELD WIPERS","","","","","1","10.88","10.88","0.00","0.00","28.00","3.05","3.05","0.0012","0.000226",""
"VSMSNVB95238656","VSMS","P90028612","990450605","4601345313","HIGHVELOCITYFLOORFAN","GRILLS & GARDENING","SPRING - Fans","","","","","1","54.98","54.98","0.00","0.00","28.00","15.39","15.39","0.0012","0.001141",""
"VSMSNVB95238656","VSMS","P90026782","990349737","81411301266","HW WATER/ FIRE SAFE","OFFICE SUPPLIES - STAMPS","Safes","","","","","1","149.91","149.91","0.00","0.00","28.00","41.97","41.97","0.0012","0.003112",""
"VSMSNVB95238656","VSMS","P90026782","990445355","99001791175","KNOXVILLE LAMINATE","HOME IMPROVEMENT","Flooring","","","","","1","19.98","19.98","0.00","0.00","28.00","5.59","5.59","0.0012","0.000414",""
"VSMSNVB95238656","VSMS","P90026782","980267491","3980013771","ENERGIZER MAX AA-48","MOVIES","AA","","","","","1","24.98","24.98","0.00","0.00","28.00","6.99","6.99","0.0012","0.000518",""
"VSMSNVB95238656","VSMS","P90026782","990411595","19396850462","RECHARGEABLE","EXERCISE","CAMPING AND CANOPIES","","","","","1","39.98","39.98","0.00","0.00","28.00","11.19","11.19","0.0012","0.000830",""
"VSMSNVB95238656","VSMS","P90026579","990336832","83656801946","HEMINGWAY FLOORING","HOME IMPROVEMENT","Flooring","","","","","1","35.24","35.24","0.00","0.00","28.00","9.87","9.87","0.0012","0.000732",""
"VSMSNVB95238656","VSMS","P90026579","990336832","83656801946","HEMINGWAY FLOORING","HOME IMPROVEMENT","Flooring","","","","","1","35.24","35.24","0.00","0.00","28.00","9.87","9.87","0.0012","0.000732",""
"VSMSNVB95238656","VSMS","P90026579","990336832","83656801946","HEMINGWAY FLOORING","HOME IMPROVEMENT","Flooring","","","","","1","35.24","35.24","0.00","0.00","28.00","9.87","9.87","0.0012","0.000732",""
"VSMSNVB95238656","VSMS","P90026579","990336832","83656801946","HEMINGWAY FLOORING","HOME IMPROVEMENT","Flooring","","","","","1","35.24","35.24","0.00","0.00","28.00","9.87","9.87","0.0012","0.000732",""
"VSMSNVB95238656","VSMS","P90026266","632120649","84110100446","LT 6FT BQT TBL WHT","KITCHEN ELECTRICS","Flat Tables","","","","","1","69.98","69.98","0.00","0.00","28.00","19.59","19.59","0.0012","0.001452",""
"VSMSNVB95238656","VSMS","P90026579","980210024","85102402153","SOUTHERN GRAY FLOOR","HOME IMPROVEMENT","Flooring","","","","","1","23.73","23.73","0.00","0.00","28.00","6.64","6.64","0.0012","0.000492",""
"VSMSNVB95238656","VSMS","P90026782","990342119","19396840328","OGF CLEANER","COMMERCIAL CLEANING","Degreaser","","","","","1","10.14","10.14","0.00","0.00","28.00","2.84","2.84","0.0012","0.000211",""
"VSMSNVB95238656","VSMS","P90028612","990451283","84047480142","16 SCALE TITAN RC","TOYS - OUTDOOR ACTIVITIES","VEHICLES - RC","","","","","1","79.98","79.98","0.00","0.00","28.00","22.39","22.39","0.0012","0.001660",""
"VSMSNVB95238656","VSMS","P90026782","990362600","7169154295","14PC TRITAN FD STRG","HOUSEWARES","Food Storage","","","","","1","29.97","29.97","0.00","0.00","28.00","8.39","8.39","0.0012","0.000622",""
"VSMSNVB95238656","VSMS","P90026782","990467615","7169154477","30PC EZ STR","HOUSEWARES","Food Storage","","","","","1","18.97","18.97","0.00","0.00","28.00","5.31","5.31","0.0012","0.000394",""
"VSMSNVB95238656","VSMS","P90026782","990369463","1601716971","3PK CERAMIC FRY PANS","HOUSEWARES","Cookware","","","","","1","49.94","49.94","0.00","0.00","28.00","13.98","13.98","0.0012","0.001036",""
"VSMSNVB95238656","VSMS","P90026782","990370738","1601716990","BRED OVN CRMGLD CLB","HOUSEWARES","Bakeware","","","","","1","47.94","47.94","0.00","0.00","28.00","13.42","13.42","0.0012","0.000995",""
"VSMSNVB95238656","VSMS","P90026782","990374247","1601716986","7QT OVAL DUTCH OVEN","HOUSEWARES","Cookware","","","","","1","49.96","49.96","0.00","0.00","28.00","13.99","13.99","0.0012","0.001037",""
"VSMSNVB95238656","VSMS","P90026782","980346677","1117213652","NTL 9X13&LD+RD+LF PN","HOUSEWARES","Bakeware","","","","","1","29.98","29.98","0.00","0.00","28.00","8.39","8.39","0.0012","0.000622",""
"VSMSNVB95238656","VSMS","P90026782","980259465","19396805366","MM 5OZ COLD CUP","PAPER GOODS - BUSINESS","Cups/Lids","","","","","1","13.48","13.48","0.00","0.00","28.00","3.77","3.77","0.0012","0.000280",""
"VSMSNVB95238656","VSMS","P90026782","990068577","19302302483","36FT STRINGL","HOME IMPROVEMENT","Light Fixtures","","","","","1","39.98","39.98","0.00","0.00","28.00","11.19","11.19","0.0012","0.000830",""
"VSMSNVB95238656","VSMS","P90026782","990381055","5170099961","FINISH JET DRY  38OZ","LAUNDRY & HOMECARE","AUTO DISH","","","","","1","13.58","13.58","0.00","0.00","28.00","3.80","3.80","0.0012","0.000282",""
"VSMSNVB95238656","VSMS","P90026579","990004002","1601716293","13 GAL STEP CAN","HOME IMPROVEMENT","Kitchen and Bathroom Accessori","","","","","1","49.91","49.91","0.00","0.00","28.00","13.97","13.97","0.0012","0.001036",""
"VSMSNVB95238656","VSMS","P90026782","990421670","81017092313","CHEFMAN ROLL 'N GO","MATTRESSES","SPECIALTY AND SEASONAL ELECTRI","","","","","1","64.98","64.98","0.00","0.00","28.00","18.19","18.19","0.0012","0.001349",""
"VSMSNVB95238656","VSMS","P90026782","990463631","1780173163","FEIT 5 HEX LIGHT","HOME IMPROVEMENT","Light Fixtures","","","","","1","89.98","89.98","0.00","0.00","28.00","25.19","25.19","0.0012","0.001868",""
"VSMSNVB95238656","VSMS","P90026615","990417016","2133114064","LICENSED 12V JEEPS","FINE JEWELRY","YEAR ROUND - BICYCLES & RIDE-O","","","","","1","78.33","78.33","0.00","0.00","28.00","21.93","21.93","0.0012","0.001626",""
"VSMSNVB95238656","VSMS","P90026782","990423770","19477758735","MENS GRID BL BTM","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","12.98","12.98","0.00","0.00","28.00","3.63","3.63","0.0012","0.000269",""
"VSMSNVB95238656","VSMS","P90026782","990423765","19477758730","MENS GRID BL BTM","ACCESSORIES","FALL BASE LAYER AND ACCESSORIE","","","","","1","12.98","12.98","0.00","0.00","28.00","3.63","3.63","0.0012","0.000269",""
"VSMSNVB95238656","VSMS","P90026782","980418369","7480407519","OPTIX PLUS 26","AUTO BATTERY","WINDSHIELD WIPERS","","","","","1","10.88","10.88","0.00","0.00","28.00","3.05","3.05","0.0012","0.000226",""
"VSMSNVB95238656","VSMS","P90026782","980418366","7480407517","OPTIX PLUS 22","AUTO BATTERY","WINDSHIELD WIPERS","","","","","1","10.88","10.88","0.00","0.00","28.00","3.05","3.05","0.0012","0.000226",""
"VSMSNVB95238656","VSMS","P90026782","980149961","34658183015","SALONPAS LIDOCAINE","PHARMACY OTC","Analgesics","","","","","1","17.48","17.48","0.00","0.00","28.00","4.89","4.89","0.0012","0.000363",""
"VSMSNVB95238656","VSMS","P90026782","990391457","2650837705","VERSO HANDSHOWER","HOME IMPROVEMENT","Kitchen and Bathroom Accessori","","","","","1","44.98","44.98","0.00","0.00","28.00","12.59","12.59","0.0012","0.000933",""
"VSMSNVB95238656","VSMS","P90026579","984212863","2133110737","12V CONVERTIBLE","FINE JEWELRY","YEAR ROUND - BICYCLES & RIDE-O","","","","","1","149.78","149.78","0.00","0.00","28.00","41.94","41.94","0.0012","0.003109",""
"VSMSNVB95238656","VSMS","P90026782","990457368","84043560636","OASIS THYME INDIGO","HOUSEWARES","HYDRATION","","","","","1","27.98","27.98","0.00","0.00","28.00","7.83","7.83","0.0012","0.000581",""
"VSMSNVB95238656","VSMS","P90026782","980182332","7874209437","MEMBERS MARK D-12","MOVIES","D","","","","","1","13.78","13.78","0.00","0.00","28.00","3.86","3.86","0.0012","0.000286",""
"VSMSNVB95238656","VSMS","P90026782","980182332","7874209437","MEMBERS MARK D-12","MOVIES","D","","","","","1","13.78","13.78","0.00","0.00","28.00","3.86","3.86","0.0012","0.000286",""
"VSMSNVB95238656","VSMS","P90026782","990370739","1601716991","9.5 CAST BREAD OVEN","HOUSEWARES","Bakeware","","","","","1","47.94","47.94","0.00","0.00","28.00","13.42","13.42","0.0012","0.000995",""
"VSMSNVB95238656","VSMS","P90026782","980163650","4191100841","6PK SPRYWYSS 15OZ","COMMERCIAL CLEANING","Glass Cleaner","","","","","1","17.94","17.94","0.00","0.00","28.00","5.02","5.02","0.0012","0.000372",""
"VSMSNVB95238656","VSMS","P90026777","990349945","3087881100","CAFE LIGHT 48FT","HOME IMPROVEMENT","Light Fixtures","","","","","1","29.98","29.98","0.00","0.00","28.00","8.39","8.39","0.0012","0.000622",""
"VSMSNVB95238656","VSMS","P90026777","990349945","3087881100","CAFE LIGHT 48FT","HOME IMPROVEMENT","Light Fixtures","","","","","1","29.98","29.98","0.00","0.00","28.00","8.39","8.39","0.0012","0.000622",""
"VSMSNVB95238656","VSMS","P90026615","990396115","3422350825","150 QT MAX COLD","EXERCISE","COOLERS","","","","","1","89.98","89.98","0.00","0.00","28.00","25.19","25.19","0.0012","0.001868",""
"VSMSNVB95238656","VSMS","P90026777","990441269","3588670383","HK 11PC SS CW SET","HOUSEWARES","Cookware","","","","","1","199.96","199.96","0.00","0.00","28.00","55.99","55.99","0.0012","0.004151",""
"VSMSNVB95238656","VSMS","P90026777","990354802","4601377184","WHIRLWIND HEATER","GRILLS & GARDENING","FALL - FALL AIR MOVEMENT","","","","","1","49.98","49.98","0.00","0.00","28.00","13.99","13.99","0.0012","0.001037",""
"VSMSNVB95238656","VSMS","P90026777","990416202","84018320659","DENTIST PLAYSET","TOYS - OUTDOOR ACTIVITIES","INFANT - TODDLER - PRESCHOOL T","","","","","1","34.98","34.98","0.00","0.00","28.00","9.79","9.79","0.0012","0.000726",""
"VSMSNVB95238656","VSMS","P90026777","984242631","19396849798","GOURMET BRKFST SET","TOYS - OUTDOOR ACTIVITIES","PLAYROOM - ROLE PLAY","","","","","1","24.98","24.98","0.00","0.00","28.00","6.99","6.99","0.0012","0.000518",""
"VSMSNVB95238656","VSMS","P90026777","990406372","19396849629","MODERN RED & BLACK","SEASONAL DECOR","FALL - Decor","","","","","1","12.91","12.91","0.00","0.00","28.00","3.61","3.61","0.0012","0.000268",""
"VSMSNVB95238656","VSMS","P90026777","980077076","7874225858","MM FACIAL TISSUE","PAPER GOODS - PERSONAL","Facial Tissue","","","","","1","14.98","14.98","0.00","0.00","28.00","4.19","4.19","0.0012","0.000311",""
"VSMSNVB95238656","VSMS","P90026777","990018412","19396832464","MEMBER'SMARK HAB 312","EMBROIDERY","BATTERIES","","","","","1","10.98","10.98","0.00","0.00","28.00","3.07","3.07","0.0012","0.000228",""
"VSMSNVB95238656","VSMS","P90026777","984237076","84043560279","POP & FILL 22OZ 2PK","HOUSEWARES","HYDRATION","","","","","1","12.92","12.92","0.00","0.00","28.00","3.62","3.62","0.0012","0.000268",""
"VSMSNVB95238656","VSMS","P90026615","990347416","19396840921","MM EW WASH RUG","FURNITURE","Rugs","","","","","1","59.98","59.98","0.00","0.00","28.00","16.79","16.79","0.0012","0.001245",""
"VSMSNVB95238656","VSMS","P90026615","990327859","85004227508","BECKI OWENS V MIRROR","HOME IMPROVEMENT","Kitchen and Bathroom Accessori","","","","","1","64.98","64.98","0.00","0.00","28.00","18.19","18.19","0.0012","0.001349",""
"VSMSNVB95238656","VSMS","P90026615","990436539","19396851816","BRASS EASEL MIRROR","FURNITURE","Accent - Decor","","","","","1","59.98","59.98","0.00","0.00","28.00","16.79","16.79","0.0012","0.001245",""
"VSMSNVB95238656","VSMS","P90026615","990436539","19396851816","BRASS EASEL MIRROR","FURNITURE","Accent - Decor","","","","","1","59.98","59.98","0.00","0.00","28.00","16.79","16.79","0.0012","0.001245",""
"VSMSNVB95238656","VSMS","P90026615","990333902","73116104891","230G DECK BOX GRPHTE","GRILLS & GARDENING","YEAR ROUND - Outdoor Storage","","","","","1","169.98","169.98","0.00","0.00","28.00","47.59","47.59","0.0012","0.003528",""
"VSMSNVB95238656","VSMS","P90026579","990409421","19396849787","ROUND FIRE PIT","GRILLS & GARDENING","FALL - Firepits and Outdoor He","","","","","1","349.00","349.00","0.00","0.00","28.00","97.72","97.72","0.0012","0.007245",""
"VSMSNVB95238656","VSMS","P90026615","990332027","19396838274","5 TIER METAL RACK","HOME IMPROVEMENT","Garage Org","","","","","1","109.00","109.00","0.00","0.00","28.00","30.52","30.52","0.0012","0.002263",""
"VSMSNVB95238656","VSMS","P90026615","990430442","73353800214","STEP2 TREE & TRAIN","TOYS - OUTDOOR ACTIVITIES","INFANT - TODDLER - PRESCHOOL T","","","","","1","70.68","70.68","0.00","0.00","28.00","19.79","19.79","0.0012","0.001467",""
"VSMSNVB95238656","VSMS","P90026579","990015867","84053810480","5 TIER 20X48 SHELF","HOME IMPROVEMENT","Garage Org","","","","","1","69.98","69.98","0.00","0.00","28.00","19.59","19.59","0.0012","0.001452",""
"VSMSNVB95238656","VSMS","P90026777","984221540","84043560351","ELLO PORT 40OZ","HOUSEWARES","HYDRATION","","","","","1","10.19","10.19","0.00","0.00","28.00","2.85","2.85","0.0012","0.000211",""
"VSMSNVB95238656","VSMS","P90026579","990015867","84053810480","5 TIER 20X48 SHELF","HOME IMPROVEMENT","Garage Org","","","","","1","69.98","69.98","0.00","0.00","28.00","19.59","19.59","0.0012","0.001452",""
"VSMSNVB95238656","VSMS","P90026579","990015867","84053810480","5 TIER 20X48 SHELF","HOME IMPROVEMENT","Garage Org","","","","","1","69.98","69.98","0.00","0.00","28.00","19.59","19.59","0.0012","0.001452",""
"VSMSNVB95238656","VSMS","P90026579","990027119","19396832592","MM 2PC LUGGAGE PINK","FASHION BEDDING","LUGGAGE","","","","","1","139.98","139.98","0.00","0.00","28.00","39.19","39.19","0.0012","0.002906",""
"VSMSNVB95238656","VSMS","P90026777","980418363","7480407514","OPTIX PLUS 19","AUTO BATTERY","WINDSHIELD WIPERS","","","","","1","10.88","10.88","0.00","0.00","28.00","3.05","3.05","0.0012","0.000226",""
"VSMSNVB95238656","VSMS","P90026777","990419778","19396850744","VELOUR NOTCH COLLAR","ACCESSORIES","FALL Sleepwear","","","","","1","9.81","9.81","0.00","0.00","28.00","2.75","2.75","0.0012","0.000204",""
"VSMSNVB95238656","VSMS","P90026777","990286610","3980014324","ENERGIZER MAX AAA-48","MOVIES","AAA","","","","","1","24.98","24.98","0.00","0.00","28.00","6.99","6.99","0.0012","0.000518",""
